Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,,
12/31/2017,60492,6883,CT,Stamford,Fairfield,Weston,9026,762900,-0.00806137,-0.017893924,-0.051591248,,
12/31/2017,65377,18210,PA,Allentown,Carbon,Penn Forest Township,9027,120200,0,0.002502085,0.036206897,,
12/31/2017,77456,45123,OH,,Highland,Greenfield,9028,76000,-0.00131406,-0.003931848,0.051175657,,
12/31/2017,63554,14482,NY,Batavia,Genesee,Town of Le Roy,9029,114900,0.00087108,0.007894737,0.053162236,,
12/31/2017,73748,36104,AL,Montgomery,Montgomery,Montgomery,9030,58700,0.006861063,-0.023294509,0.057657658,,
12/31/2017,60128,6071,CT,Hartford,Tolland,Somers,9031,274100,-0.00796236,-0.00182083,0.00329429,,
12/31/2017,97480,93924,CA,Salinas,Monterey,Carmel Valley,9032,1040800,0.007160828,0.041946141,0.048664987,,
12/31/2017,71263,30662,GA,,Franklin,Royston,9033,107400,-0.003710575,-0.011959522,-0.008310249,,
12/31/2017,79026,48164,MI,Detroit,Wayne,Huron Township,9034,177900,-0.001683502,0.006221719,-0.018753447,,
12/31/2017,60409,6712,CT,New Haven,New Haven,Prospect,9035,268800,-0.007385524,-0.004444444,-0.012127894,,
12/31/2017,399574,33473,FL,Miami-Fort Lauderdale,Palm Beach,Boynton Beach,9036,549800,-0.004165912,-0.001090116,-0.011506652,,
12/31/2017,81259,53168,WI,Chicago,Kenosha,Paddock Lake,9037,171900,-0.001162115,0.014159292,0.105466238,,
12/31/2017,80207,50201,IA,Ames,Story,Nevada,9038,154200,0.011811024,0.02322495,0.041188386,,
12/31/2017,72008,32448,FL,,Jackson,Marianna,9039,71500,-0.009695291,-0.009695291,0.062407132,,
12/31/2017,60352,6498,CT,Hartford,Middlesex,Westbrook,9040,319600,0,0.001253133,-0.005600498,,
12/31/2017,96072,90094,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,9041,1004600,0.016081723,0.039313056,0.079286635,,
12/31/2017,58388,1504,MA,Worcester,Worcester,Blackstone,9042,278700,-0.000717103,0.005774089,0.065774379,,
12/31/2017,94952,85378,AZ,Phoenix,Maricopa,Surprise,9043,194400,0.005170631,0.027484144,0.120461095,,
12/31/2017,87241,66610,KS,Topeka,Shawnee,Topeka,9044,217100,0.004162812,0.012121212,0.005558129,,
12/31/2017,66009,19560,PA,Reading,Berks,Muhlenberg Township,9045,137000,-0.002911208,0.003663004,0.050613497,,
12/31/2017,78046,46231,IN,Indianapolis,Marion,Indianapolis,9046,129100,0.003108003,0.014139827,0.03611557,,
12/31/2017,94397,84029,UT,Salt Lake City,Tooele,Grantsville,9047,270000,0.022340023,0.081730769,0.213483146,,
12/31/2017,74643,38105,TN,Memphis,Shelby,Memphis,9048,55800,0.012704174,-0.03626943,-0.037931034,,
12/31/2017,62474,12204,NY,Albany,Albany,Menands,9049,183100,0.017222222,0.04152446,0.058381503,,
12/31/2017,76466,43019,OH,Mount Vernon,Knox,Fredericktown,9050,133200,0.000751315,0.003767898,0.006042296,,
12/31/2017,95922,89447,NV,Fernley,Lyon,Yerington,9051,170900,0.001758499,0.025810324,0.086458996,,
12/31/2017,84477,60425,IL,Chicago,Cook,Glenwood,9052,130900,0.01394268,0.038065028,0.059061489,,
12/31/2017,69521,27822,NC,Wilson,Wilson,Elm City,9053,121800,-0.005714286,-0.008143322,0.050905953,,
12/31/2017,69193,27048,NC,,Rockingham,Stoneville,9054,106500,0.001881468,0.005665722,0.03902439,,
12/31/2017,61900,10706,NY,New York,Westchester,Hastings on Hudson,9055,699500,-0.01200565,-0.03303843,-0.078028206,,
12/31/2017,89316,72031,AR,,Van Buren,Clinton,9056,92900,0.004324324,0.011982571,-0.026205451,,
12/31/2017,60686,7463,NJ,New York,Bergen,Waldwick,9057,427100,-0.005587893,-0.004660918,0.019818529,,
12/31/2017,99416,97759,OR,Bend,Deschutes,Sisters,9058,431500,0.006296642,0.012435476,0.05192589,,
12/31/2017,70402,29322,SC,Spartanburg,Spartanburg,Campobello,9059,170700,0.003527337,0.007079646,0.049170252,,
12/31/2017,65334,18058,PA,East Stroudsburg,Monroe,Polk Township,9060,143500,0.004901961,0.009852217,0.039855072,,
12/31/2017,73674,35986,AL,,De Kalb,Rainsville,9061,115500,-0.004310345,-0.009433962,0.066481994,,
12/31/2017,61928,10927,NY,New York,Rockland,Haverstraw,9062,236600,-0.002108815,-0.001687764,0.06865402,,
12/31/2017,59768,5001,VT,Claremont,Windsor,Hartford,9063,212200,-0.002350729,-0.012104283,0.092125579,,
12/31/2017,77290,44683,OH,New Philadelphia,Tuscarawas,Uhrichsville,9064,76400,0.001310616,-0.007792208,-0.010362694,,
12/31/2017,96466,91708,CA,Riverside,San Bernardino,Chino,9065,487500,0.005984317,0.010572139,0.087441445,,
12/31/2017,73644,35907,AL,Gadsden,Etowah,Southside,9066,132700,-0.005992509,-0.006736527,-0.035610465,,
12/31/2017,74886,38574,TN,Cookeville,Putnam,Monterey,9067,116600,0.002579536,-0.016033755,0.031858407,,
12/31/2017,58797,2539,MA,Vineyard Haven,Dukes,Edgartown,9068,801900,0.002500313,0.013395678,0.041699143,,
12/31/2017,87089,66083,KS,Kansas City,Johnson,Spring Hill,9069,205400,0.005384239,0.023928215,0.073706221,,
12/31/2017,86345,64105,MO,Kansas City,Jackson,Kansas City,9070,114900,-0.006055363,-0.012886598,0.04359673,,
12/31/2017,85299,62062,IL,St. Louis,Madison,Maryville,9071,193300,-0.001549587,0.001554404,-0.000517063,,
12/31/2017,80220,50220,IA,Des Moines,Dallas,Perry,9072,104200,0.006763285,0.021568627,0.05786802,,
12/31/2017,94767,85054,AZ,Phoenix,Maricopa,Phoenix,9073,386700,-0.000516929,0,0.027910686,,
12/31/2017,94989,85603,AZ,Sierra Vista,Cochise,Bisbee,9074,111400,0.009057971,0.005415162,0.088954057,,
12/31/2017,60987,8098,NJ,Philadelphia,Salem,Pilesgrove,9075,227400,0.016994633,0.044556729,0.122408687,,
12/31/2017,93311,80235,CO,Denver,Denver,Denver,9076,343200,0.006156552,0.024477612,0.107811491,,
12/31/2017,66012,19565,PA,Reading,Berks,Wernersville,9077,188800,0.003721425,0.022751896,0.066666667,,
12/31/2017,97412,93701,CA,Fresno,Fresno,Fresno,9078,133300,0.006037736,0.023809524,0.11641541,,
12/31/2017,79250,48519,MI,Flint,Genesee,Burton,9079,94600,0.013933548,0.03956044,0.086107922,,
12/31/2017,97879,94939,CA,San Francisco,Marin,Larkspur,9080,1615800,0.001301357,0.007607882,0.065128543,,
12/31/2017,70486,29449,SC,Charleston,Charleston,Hollywood,9081,305500,0.008916777,0.048387097,0.168706963,,
12/31/2017,60771,7722,NJ,New York,Monmouth,Colts Neck,9082,715300,-0.005007651,-0.013923353,0.002241838,,
12/31/2017,81362,53536,WI,Janesville,Rock,Evansville,9083,189200,0.009605123,0.022702703,0.025474255,,
12/31/2017,82470,55812,MN,Duluth,Saint Louis,Duluth,9084,196600,-0.000508388,0,0.067318132,,
12/31/2017,72683,33567,FL,Tampa,Hillsborough,Plant City,9085,203200,0.0024667,0.015492254,0.076841547,,
12/31/2017,61095,8530,NJ,New York,Hunterdon,Lambertville,9086,373700,0.003221477,0.006463776,0.029476584,,
12/31/2017,81581,54140,WI,Appleton,Outagamie,Little Chute,9087,147300,0.008213552,0.03006993,0.10254491,,
12/31/2017,63954,15223,PA,Pittsburgh,Allegheny,Shaler Township,9088,120600,0.01600674,0.070097604,0.076785714,,
12/31/2017,73309,35079,AL,Birmingham,Blount,Hayden,9089,146100,0.002057613,0.020964361,0.07190022,,
12/31/2017,99719,98329,WA,Seattle,Pierce,Gig Harbor,9090,344200,0.009384164,0.022578728,0.106041131,,
12/31/2017,84916,61341,IL,Ottawa,La Salle,Marseilles,9091,123500,0,0.002435065,0.064655172,,
12/31/2017,92978,79510,TX,Abilene,Callahan,Clyde,9092,127200,-0.007800312,0.008723236,0.004739336,,
12/31/2017,74586,38011,TN,Memphis,Tipton,Brighton,9093,136800,0.005143277,0.011086475,0.043478261,,
12/31/2017,60496,6896,CT,Stamford,Fairfield,Redding,9094,540500,-0.000369891,0.014832895,0.025033188,,
12/31/2017,71303,30742,GA,Chattanooga,Catoosa,Fort Oglethorpe,9095,112900,0,0.004448399,0.030109489,,
12/31/2017,67359,22712,VA,Washington,Fauquier,Bealeton,9096,283300,0.002476999,0.013958482,0.039633028,,
12/31/2017,58483,1772,MA,Worcester,Worcester,Southborough,9097,628600,0,0.006887714,0.031845043,,
12/31/2017,60375,6525,CT,New Haven,New Haven,Woodbridge,9098,404700,-0.007114818,-0.00784506,0.065841454,,
12/31/2017,69317,27357,NC,,Rockingham,Stokesdale,9099,165200,0.010397554,0.024813896,0.115462525,,
12/31/2017,100265,99567,AK,Anchorage,Anchorage,Anchorage,9100,353900,0.011142857,0.033586449,0.05641791,,
12/31/2017,59077,3253,NH,Laconia,Belknap,Town of Meredith,9101,324500,0.005577936,0.02140384,0.098138748,,
12/31/2017,63529,14445,NY,Rochester,Monroe,East Rochester,9102,115600,-0.003448276,-0.006018917,-0.034252297,,
12/31/2017,71267,30666,GA,Atlanta,Barrow,Statham,9103,154000,-0.003236246,0.000649773,0.084507042,,
12/31/2017,87868,68118,NE,Omaha,Douglas,Omaha,9104,269600,0.005594927,0.02005297,0.029007634,,
12/31/2017,82060,55041,MN,Rochester,Wabasha,Lake City,9105,191400,0.003144654,0.005780347,0.039087948,,
12/31/2017,97939,95033,CA,San Jose,Santa Clara,Lexington Hills,9106,1073700,0.011779118,0.045065213,0.028645334,,
12/31/2017,90019,73439,OK,,Marshall,Kingston,9107,107700,-0.005540166,-0.037533512,-0.043516874,,
12/31/2017,98504,95953,CA,Yuba City,Sutter,Live Oak,9108,236300,0.006388416,0.034588441,0.148202138,,
12/31/2017,87002,65781,MO,Springfield,Greene,Willard,9109,132300,0.006849315,0.023993808,0.018475751,,
12/31/2017,60478,6855,CT,Stamford,Fairfield,Norwalk,9110,398900,0.004027183,0.012436548,0.029153767,,
12/31/2017,98875,96738,HI,Hilo,Hawaii,Waikoloa,9111,462200,0.005001087,0.018510357,0.054528862,,
12/31/2017,70185,28741,NC,,Macon,Highlands,9112,367200,-0.024701195,-0.02985469,-0.02496017,,
12/31/2017,81267,53181,WI,Chicago,Kenosha,Twin Lakes,9113,216800,-0.000461042,0.019755409,0.117525773,,
12/31/2017,69196,27051,NC,Winston-Salem,Forsyth,Walkertown,9114,126300,0.001586043,0.009592326,0.077645051,,
12/31/2017,59315,4032,ME,Portland,Cumberland,Town of Freeport,9115,349800,0.016564952,0.048561151,0.141644909,,
12/31/2017,63520,14428,NY,Rochester,Monroe,Riga,9116,165500,0,0.011613692,-0.027614571,,
12/31/2017,86103,63552,MO,,Macon,Macon,9117,120500,0.00921273,0.027280477,0.046915725,,
12/31/2017,93990,82834,WY,,Johnson,Buffalo,9118,214800,0.020912548,0.044747082,-0.002322341,,
12/31/2017,79081,48226,MI,Detroit,Wayne,Detroit,9119,63600,-0.017001546,-0.036363636,0.046052632,,
12/31/2017,77101,44270,OH,Wooster,Wayne,Rittman,9120,112800,-0.007042254,0.008042895,0.08045977,,
12/31/2017,62317,11971,NY,New York,Suffolk,Southold,9121,585000,0.005673027,0.019696706,0.052726291,,
12/31/2017,87473,67124,KS,,Pratt,Pratt,9122,80700,-0.011029412,-0.019441069,0.090540541,,
12/31/2017,86325,64078,MO,Kansas City,Cass,Peculiar,9123,197100,0.002543235,0.020714656,0.103583427,,
12/31/2017,96956,92624,CA,Los Angeles-Long Beach-Anaheim,Orange,San Clemente,9124,933100,0.007667387,0.035397248,0.151406713,,
12/31/2017,71247,30633,GA,Athens,Madison,Danielsville,9125,102200,-0.001953125,0.011881188,0.062370062,,
12/31/2017,98385,95694,CA,Sacramento,Yolo,Winters,9126,383100,0.016449987,0.034287257,0.034566568,,
12/31/2017,78371,46962,IN,Wabash,Wabash,North Manchester,9127,100800,0.019211325,0.034907598,0.044559585,,
12/31/2017,72934,33953,FL,Punta Gorda,Charlotte,Port Charlotte,9128,257200,0.004295197,0.019421324,0.03127506,,
12/31/2017,61970,10992,NY,New York,Orange,Washingtonville,9129,265500,0.003022289,0.006825939,0.109022556,,
12/31/2017,59257,3865,NH,Boston,Rockingham,Plaistow,9130,277500,0.002891218,0.011297376,0.048752834,,
12/31/2017,71713,31901,GA,Columbus,Muscogee,Columbus,9131,78600,-0.001270648,0.052208835,0.189107413,,
12/31/2017,58601,2056,MA,Boston,Norfolk,Norfolk,9132,533700,0.00206534,0.015024724,0.072332731,,
12/31/2017,87248,66618,KS,Topeka,Shawnee,Topeka,9133,156100,0.01232166,0.024278215,0.013636364,,
12/31/2017,81596,54162,WI,Green Bay,Brown,Pulaski,9134,188100,-0.00317965,0.004807692,0.117647059,,
12/31/2017,70952,30187,GA,Atlanta,Douglas,Winston,9135,172400,-0.010332951,-0.005767013,0.072139303,,
12/31/2017,64437,16059,PA,Pittsburgh,Butler,Middlesex Township,9136,237000,-0.006289308,-0.028290283,-0.018227009,,
12/31/2017,60814,7825,NJ,Allentown,Warren,Blairstown,9137,279800,-0.004978663,-0.001427552,0.00647482,,
12/31/2017,88619,70466,LA,Hammond,Tangipahoa,Tickfaw,9138,145700,0.002063274,0,0.105462822,,
12/31/2017,73931,36551,AL,Daphne,Baldwin,Loxley,9139,154200,0.010484928,0.01514154,0.005215124,,
12/31/2017,72257,32833,FL,Orlando,Orange,Wedgefield,9140,275200,-0.002175489,-0.004341534,0.021908652,,
12/31/2017,64593,16417,PA,Erie,Erie,Girard Township,9141,125200,0.004815409,0.004009623,0.023712183,,
12/31/2017,82409,55731,MN,Duluth,Saint Louis,Ely,9142,143100,-0.00209205,-0.035714286,-0.019863014,,
12/31/2017,96841,92371,CA,Riverside,San Bernardino,Phelan,9143,273500,0.005145167,0.009970458,0.05639243,,
12/31/2017,65348,18073,PA,Philadelphia,Montgomery,Upper Hanover Township,9144,255100,0.000392157,0.013508145,0.051091883,,
12/31/2017,59320,4039,ME,Portland,Cumberland,Gray,9145,222900,0.006775068,0.026715799,0.148377125,,
12/31/2017,63812,14892,NY,Binghamton,Tioga,Waverly,9146,95200,0.009544008,0.026968716,-0.016528926,,
12/31/2017,82837,56387,MN,St. Cloud,Stearns,Waite Park,9147,151100,-0.001981506,0,-0.025789813,,
12/31/2017,81991,54942,WI,Appleton,Outagamie,Greenville,9148,244900,0.006576243,0.025974026,0.110657596,,
12/31/2017,60083,6013,CT,Hartford,Hartford,Burlington,9149,308500,-0.007719524,-0.015634971,0.023556735,,
12/31/2017,81844,54720,WI,Eau Claire,Eau Claire,Altoona,9150,164600,-0.001819284,-0.017899761,0.044416244,,
12/31/2017,69997,28518,NC,,Duplin,Beulaville,9151,112500,0.009874327,0.032110092,0.063327032,,
12/31/2017,90724,75147,TX,Dallas-Fort Worth,Kaufman,Mabank,9152,144400,0.00979021,0.019774011,0.047135606,,
12/31/2017,59193,3773,NH,Claremont,Sullivan,Town of Newport,9153,132700,-0.005992509,-0.018491124,-0.045323741,,
12/31/2017,63090,13367,NY,,Lewis,Town of Lowville,9154,115500,0.011383538,0.02393617,0.038669065,,
12/31/2017,71012,30290,GA,Atlanta,Fayette,Tyrone,9155,276000,-0.01110713,-0.019886364,0.037593985,,
12/31/2017,58942,2857,RI,Providence,Providence,Scituate,9156,303000,0.006979063,0.031313819,0.080599144,,
12/31/2017,79997,49866,MI,Marquette,Marquette,Negaunee,9157,124300,0.0081103,0.025577558,0.023887974,,
12/31/2017,65222,17857,PA,Sunbury,Northumberland,Point Township,9158,125100,-0.000798722,0.008870968,0.053030303,,
12/31/2017,80537,50707,IA,Waterloo,Black Hawk,Evansdale,9159,93300,0.005387931,0.019672131,0.054237288,,
12/31/2017,69445,27605,NC,Raleigh,Wake,Raleigh,9160,232600,-0.018151119,-0.003427592,0.043517272,,
12/31/2017,99669,98260,WA,Oak Harbor,Island,Langley,9161,453800,0.014531634,0.034655723,0.08331344,,
12/31/2017,87247,66617,KS,Topeka,Shawnee,Topeka,9162,142200,0.013542409,0.018624642,0.010660981,,
12/31/2017,65559,18644,PA,Scranton,Luzerne,West Wyoming,9163,122500,-0.007293355,-0.017642342,0.019983347,,
12/31/2017,71324,30814,GA,Augusta,Columbia,Harlem,9164,120300,-0.001659751,-0.005785124,0.028205128,,
12/31/2017,70744,29851,SC,Augusta,Aiken,Burnettown,9165,77200,0.001297017,0.00390117,0.0997151,,
12/31/2017,81486,53925,WI,Madison,Columbia,Columbus,9166,186000,0.007038441,0.059225513,0.092831962,,
12/31/2017,63534,14454,NY,Rochester,Livingston,Town of Geneseo,9167,171400,0.008828723,0.022673031,0.054769231,,
12/31/2017,68211,24557,VA,Danville,Pittsylvania,Gretna,9168,95100,-0.01552795,-0.01552795,0.011702128,,
12/31/2017,64974,17236,PA,Chambersburg,Franklin,Montgomery Township,9169,162700,0.004941322,-0.001227747,-0.004892966,,
12/31/2017,62219,11740,NY,New York,Suffolk,Huntington,9170,467700,0.012995452,0.031539479,0.088687151,,
12/31/2017,82035,55009,MN,Red Wing,Goodhue,Cannon Falls,9171,205300,0.011330049,0.012826838,0.010334646,,
12/31/2017,64153,15537,PA,,Bedford,West Providence Township,9172,127000,-0.003139717,0.002367798,0.033360456,,
12/31/2017,73650,35956,AL,Gadsden,Etowah,Sardis City,9173,99300,-0.001006036,-0.00501002,-0.03592233,,
12/31/2017,68553,25306,WV,Charleston,Kanawha,Coal Fork,9174,71400,0.024390244,0.057777778,0.012765957,,
12/31/2017,67979,24091,VA,Blacksburg,Floyd,Floyd,9175,136500,-0.007994186,-0.008714597,-0.057971014,,
12/31/2017,93914,82401,WY,,Washakie,Worland,9176,148600,0.004054054,0.006775068,0.015027322,,
12/31/2017,63546,14472,NY,Rochester,Monroe,Honeoye Falls,9177,248100,-0.004414125,0.006899351,-0.051605505,,
12/31/2017,75361,39573,MS,,Stone,Perkinston,9178,139600,0.005039597,0.010861694,0.004316547,,
12/31/2017,73914,36530,AL,Daphne,Baldwin,Elberta,9179,188500,0.002126528,-0.014121339,-0.030848329,,
12/31/2017,99726,98337,WA,Bremerton,Kitsap,Bremerton,9180,217800,0.004149378,0.016332245,0.07343519,,
12/31/2017,84500,60449,IL,Chicago,Will,Monee,9181,202900,0.00098668,0.006947891,0.078108395,,
12/31/2017,72852,33841,FL,Lakeland,Polk,Fort Meade,9182,104800,0.002870813,0.028459274,0.201834862,,
12/31/2017,82554,56011,MN,Minneapolis-St Paul,Scott,Belle Plaine,9183,220800,0.005464481,0.025069638,0.061028352,,
12/31/2017,82736,56265,MN,,Chippewa,Montevideo,9184,78600,-0.005063291,-0.008827238,0.052208835,,
12/31/2017,70503,29472,SC,Charleston,Dorchester,Ridgeville,9185,178900,0.013023783,0.037101449,0.06869773,,
12/31/2017,84537,60501,IL,Chicago,Cook,Summit,9186,167500,-0.004161712,0.005402161,0.005402161,,
12/31/2017,94793,85087,AZ,Phoenix,Maricopa,New River,9187,369800,-0.002158662,0.012318642,0.048780488,,
12/31/2017,66154,20036,DC,Washington,District of Columbia,Washington,9188,364000,0.000549753,0.001375516,-0.01992461,,
12/31/2017,99417,97760,OR,,Jefferson,Terrebonne,9189,322900,0.00843223,0.032289003,0.125871688,,
12/31/2017,65804,19137,PA,Philadelphia,Philadelphia,Philadelphia,9190,144600,0.002773925,0.041036717,0.116602317,,
12/31/2017,61874,10579,NY,New York,Putnam,Putnam Valley,9191,368600,0.012915636,0.017388904,0.052842045,,
12/31/2017,80729,51534,IA,Omaha,Mills,Glenwood,9192,172900,-0.001155402,-0.001155402,-0.025366404,,
12/31/2017,60744,7656,NJ,New York,Bergen,Park Ridge,9193,537900,0.003357583,0.017016449,0.029079778,,
12/31/2017,67041,21783,MD,Hagerstown,Washington,Smithsburg,9194,206500,-0.000967586,0.002427184,0.049288618,,
12/31/2017,69187,27041,NC,Mount Airy,Surry,Pilot Mountain,9195,126000,-0.003952569,-0.008654603,-0.030769231,,
12/31/2017,80292,50321,IA,Des Moines,Polk,Des Moines,9196,239400,0.005459891,0.027467811,0.055555556,,
12/31/2017,60956,8066,NJ,Philadelphia,Gloucester,Paulsboro,9197,118600,-0.02306425,-0.037337662,-0.021452145,,
12/31/2017,69418,27569,NC,Raleigh,Johnston,Princeton,9198,146400,-0.007457627,-0.015467384,0.036827195,,
12/31/2017,100051,99005,WA,Spokane,Spokane,Colbert,9199,341100,0.005601415,0.019121601,0.102456367,,
12/31/2017,60851,7874,NJ,New York,Sussex,Stanhope,9200,229000,0.003945638,0.015971606,0.015971606,,
12/31/2017,60811,7821,NJ,New York,Sussex,Byram Township,9201,266000,0.006051437,0.023864511,0.04109589,,
12/31/2017,63891,15085,PA,Pittsburgh,Westmoreland,Penn Township,9202,138500,0.002896452,0.008739985,0.006540698,,
12/31/2017,78921,48039,MI,Detroit,Saint Clair,Marine City,9203,123200,0.006535948,0.015663644,0.032690696,,
12/31/2017,59070,3244,NH,Manchester,Hillsborough,Town of Hillsborough,9204,184200,0.004909984,0.020498615,0.055587393,,
12/31/2017,88001,68434,NE,Lincoln,Seward,Seward,9205,174200,-0.003432494,-0.001146789,0.066095471,,
12/31/2017,79696,49329,MI,Grand Rapids,Montcalm,Howard City,9206,116500,0.005176877,-0.021008403,0.018356643,,
12/31/2017,74305,37331,TN,Athens,McMinn,Etowah,9207,88600,0.003397508,0.004535147,0.006818182,,
12/31/2017,78617,47454,IN,,Orange,Paoli,9208,78300,0.001278772,0.023529412,0.046791444,,
12/31/2017,81144,53014,WI,Appleton,Calumet,Town of Chilton,9209,133500,0.002252252,0.006028636,0.020642202,,
12/31/2017,74838,38474,TN,Nashville,Maury,Mount Pleasant,9210,125400,0.007228916,0.025347506,0.205769231,,
12/31/2017,67968,24078,VA,Martinsville,Henry,Collinsville,9211,76200,-0.012953368,-0.009102731,-0.034220532,,
12/31/2017,82203,55352,MN,Minneapolis-St Paul,Scott,Jordan,9212,287300,-0.001043115,0.001743375,0.043968023,,
12/31/2017,60718,7605,NJ,New York,Bergen,Leonia,9213,519700,-0.003451582,0.002507716,0.029924693,,
12/31/2017,96558,91935,CA,San Diego,San Diego,Jamul,9214,667100,0.005728931,0.022688947,0.076141313,,
12/31/2017,73288,35051,AL,Birmingham,Shelby,Columbiana,9215,159200,0.005685407,0.023794212,0.064882943,,
12/31/2017,81203,53086,WI,Milwaukee,Washington,Slinger,9216,254100,0.000787712,0.009535161,0.047403133,,
12/31/2017,84405,60155,IL,Chicago,Cook,Broadview,9217,158700,0.000630517,0.003160556,0.038612565,,
12/31/2017,63020,13214,NY,Syracuse,Onondaga,De Witt,9218,150500,0.001997337,0.006016043,0.018957346,,
12/31/2017,82188,55336,MN,Hutchinson,McLeod,Glencoe,9219,147600,-0.00135318,0.015130674,0.035789474,,
12/31/2017,89896,73065,OK,Oklahoma City,McClain,Newcastle,9220,181000,-0.001103753,0.005555556,0.05355064,,
12/31/2017,88672,70555,LA,Lafayette,Vermilion,Maurice,9221,161500,-0.007985258,0.004353234,0.033269354,,
12/31/2017,78072,46280,IN,Indianapolis,Marion,Indianapolis,9222,176900,0.01201373,0.059281437,0.111180905,,
12/31/2017,95907,89429,NV,Fernley,Lyon,Silver Springs,9223,210900,0.008126195,0.055027514,0.213463751,,
12/31/2017,75015,38824,MS,,Prentiss,Baldwyn,9224,84600,-0.024221453,-0.011682243,0.018050542,,
12/31/2017,87505,67210,KS,Wichita,Sedgwick,Wichita,9225,142400,-0.001402525,0.004231312,0.055596738,,
12/31/2017,64439,16063,PA,Pittsburgh,Butler,Zelienople,9226,203000,0.012468828,0.01347978,-0.016949153,,
12/31/2017,77150,44405,OH,Youngstown,Mahoning,Campbell,9227,45400,-0.004385965,0.011135857,0.213903743,,
12/31/2017,59743,4963,ME,Augusta,Kennebec,Town of Oakland,9228,147100,0.003410641,0.015182885,0.106015038,,
12/31/2017,69978,28468,NC,Myrtle Beach,Brunswick,Sunset Beach,9229,206900,0.01223092,0.041268244,0.061570036,,
12/31/2017,85590,62626,IL,St. Louis,Macoupin,Carlinville,9230,79400,0.008894536,0.017948718,-0.005012531,,
12/31/2017,60813,7823,NJ,Allentown,Warren,Belvidere,9231,209400,0.00143472,-0.000954198,0.024963289,,
12/31/2017,73388,35218,AL,Birmingham,Jefferson,Birmingham,9232,56700,0.001766784,-0.010471204,0.007104796,,
12/31/2017,76949,44028,OH,Cleveland,Lorain,Grafton,9233,197900,0.002025316,0.01748072,0.06972973,,
12/31/2017,81896,54801,WI,,Burnett,Spooner,9234,127100,-0.013964313,-0.037121212,-0.060606061,,
12/31/2017,79157,48357,MI,Detroit,Oakland,Highland,9235,258300,-0.002317497,0.00977326,0.055578259,,
12/31/2017,81268,53182,WI,Racine,Racine,Union Grove,9236,216400,0.003710575,0.020754717,0.101832994,,
12/31/2017,72551,33332,FL,Miami-Fort Lauderdale,Broward,Weston,9237,593200,0.001181435,0.01280519,0.061750492,,
12/31/2017,59100,3281,NH,Manchester,Hillsborough,Weare,9238,255400,0.004720692,0.022417934,0.0632806,,
12/31/2017,87227,66547,KS,Manhattan,Pottawatomie,Wamego,9239,169100,-0.007046389,-0.014568765,0.038697789,,
12/31/2017,58348,1364,MA,Greenfield Town,Franklin,Town of Orange,9240,151100,-0.005266623,-0.001321877,0.039917412,,
12/31/2017,100066,99022,WA,Spokane,Spokane,Medical Lake,9241,217200,0.007888631,0.025980161,0.103658537,,
12/31/2017,63443,14141,NY,Buffalo,Erie,Concord,9242,148600,0.010884354,0.042075736,0.129179331,,
12/31/2017,92647,78736,TX,Austin,Travis,Austin,9243,339400,0.001770956,-0.010495627,0.103381014,,
12/31/2017,66092,19938,DE,Dover,Kent,Clayton,9244,225700,0,0.015751575,0.037701149,,
12/31/2017,69937,28422,NC,Myrtle Beach,Brunswick,Bolivia,9245,165300,0.013488657,0.044219836,0.197826087,,
12/31/2017,74369,37407,TN,Chattanooga,Hamilton,Chattanooga,9246,75900,0.009308511,0.018791946,0.265,,
12/31/2017,89359,72081,AR,Searcy,White,Judsonia,9247,93100,0.009761388,0.015267176,0.075057737,,
12/31/2017,87058,66043,KS,Kansas City,Leavenworth,Lansing,9248,170400,-0.004091175,-0.004091175,0.061021171,,
12/31/2017,98207,95446,CA,Santa Rosa,Sonoma,Guerneville,9249,458600,0.018884692,0.058633426,0.143070788,,
12/31/2017,68029,24175,VA,Roanoke,Botetourt,Troutville,9250,183200,0.001092896,-0.002178649,0.021751255,,
12/31/2017,60697,7504,NJ,New York,Passaic,Paterson,9251,254900,0.004729996,0.036600244,0.079627277,,
12/31/2017,60968,8078,NJ,Philadelphia,Camden,Runnemede,9252,147500,-0.012717537,-0.001354096,-0.034685864,,
12/31/2017,58232,1057,MA,Springfield,Hampden,Monson,9253,238900,0.005894737,0.026202749,0.082955576,,
12/31/2017,60255,6339,CT,New London,New London,Ledyard,9254,217200,0.001845018,0.00742115,0.053857351,,
12/31/2017,79691,49323,MI,Holland,Allegan,Dorr,9255,177300,-0.001689189,0.003395586,0.044169611,,
12/31/2017,99816,98465,WA,Seattle,Pierce,Tacoma,9256,323400,0.008419083,0.027972028,0.074775673,,
12/31/2017,91397,76442,TX,,Comanche,Comanche,9257,78200,0.009032258,0.033025099,0.071232877,,
12/31/2017,60435,6779,CT,Torrington,Litchfield,Watertown,9258,169900,0.00117855,0.009506833,-0.001175779,,
12/31/2017,84305,60042,IL,Chicago,McHenry,Island Lake,9259,161000,0.004366812,-0.001859888,-0.018292683,,
12/31/2017,69841,28305,NC,Fayetteville,Cumberland,Fayetteville,9260,140200,-0.000712758,0.004297994,0.027859238,,
12/31/2017,94889,85307,AZ,Phoenix,Maricopa,Phoenix,9261,199900,0.002005013,0.011127972,0.082881907,,
