Name,BD BUSINESS EXPECTATIONS (PAN GERMANY) VOLA,BD COMPOSITE LEADING INDICATOR - TREND RESTORED SADJ,BD CONSUMER CONFIDENCE INDICATOR - GERMANY SADJ,"BD TRADE & IND: BUS CLIMATE, INDEX VOLA",BD BUSINESS EXPECTATIONS (PAN GERMANY) (%YOY) SADJ,BD GERMAN MARKS TO US$ (MTH.AVG.) NADJ,BD US $ TO 1 EURO (DEUTSCHEMARK DERIVED HISTORY PRIOR 1999) NADJ,EM BOE EURO TRADE WEIGHTED INDEX NADJ,EM EFFECTIVE EXCH.RATE: BROAD GROUP(38 PARTNERS) - REAL CPI NADJ,BD MONEY SUPPLY M0 CURN,BD MONEY SUPPLY-GERMAN CONTRIBUTION TO EURO M1(PAN BD M0790),BD MONEY SUPPLY- M2 (CONTRIBUTION TO EURO BASIS FROM M0195) CURA,"BD MNY.SUPL-M3(CONTRIB TO EUR BASIS FM.M0195),FM M06 2010 EXC",BD DISCOUNT RATE / SHORT TERM EURO REPO RATE NADJ,BD FIBOR - 3 MONTH (MTH.AVG.) NADJ,BD BANK PRIME LENDING RATE / ECB MARGINAL LENDING FACILITY NADJ,BD LONG TERM GOVERNMENT BOND YIELD - 9-10 YEARS NADJ,"BD DAX SHARE PRICE INDEX, EP NADJ",BD LENDING TO ENTERPRISES & INDIVIDUALS CURN,BD CPI (CAL ADJ) SADJ,BD CPI: TOTAL NADJ,BD INFLATION NADJ,BD HICP: TOTAL NADJ,BD EXPORT PRICE INDEX (CAL ADJ) SADJ,BD IMPORT PRICE INDEX (CAL ADJ) SADJ,BD TERMS OF TRADE (ON THE BASIS OF PRICE INDICES) (CAL ADJ) SADJ,BD EXPORT PRICE INDEX NADJ,BD IMPORT PRICE INDEX NADJ,"BD PPI: INDL. PRODUCTS, TOTAL, SOLD ON THE DOMESTIC MARKET NADJ",BD CPI (%YOY) NADJ,"BD EMPLOYED PERSONS (RESIDENCE CONCEPT, ILO) VOLA",BD UNEMPLOYMENT LEVEL (PAN BD FROM SEPT 1990) VOLN,BD UNEMPLOYMENT REGISTERED (PAN BD FROM JAN 1992) (CAL ADJ) VOLA,BD UNEMPLOYMENT: % CIVILIAN LABOUR(% DEPENDENT LABOUR TO DEC 196,BD UNEMPLOYMENT: % CIVILIAN LABOUR(% DEPENDENT LABOUR TO DEC 196,"EG UNEMPLOYMENT RATE, REGISTERED (CAL ADJ) SADJ","WG UNEMPLOYMENT RATE, REGISTERED (CAL ADJ) SADJ",BD UNEMPLOYMENT RATIO AS % OF DEPENDENT LABOUR FORCE(DISC.) SADJ,BD VACANCIES (DEC 1999 ONWARDS NEW DEFINITION) VOLA,BD VACANCIES (PAN BD FROM M0790) VOLN,"BD WAGE & SALARY,OVERALL ECONOMY-ON A MTHLY BASIS(PAN BD M0191)",BD WAGE & SALARY: ON HRLY. BASIS - PRDG. SECTOR (BDHRWAGEF) NADJ,BD EMPLOYED PERSONS (RESIDENCE CONCEPT) ((%YOY) VOLA,"BD WAGE & SALARY, OVERALL ECONOMY - ON A MTHLY BASIS (%YOY) NADJ","BD WAGE&SALARY, HRLY.BASIS - PRDG. SECTOR (BDHRWAGEF)(%YOY) NADJ",BD RETAIL SALES EXCL CARS (CAL ADJ) X-12-ARIMA SADJ,BD RETAIL SALES EXCL CARS (CAL ADJ) X-12-ARIMA VOLA,BD RETAIL SALES EXCLUDING CARS INDEX VOLN,BD NEW PASSENGER CAR REGISTRATIONS VOLN,"BD PRODUCTIVITY: OUTPUT PER MAN-HOUR WORKED,M&Q&MFG SCT(B+C)","BD WAGES & SALARIES: PER UNIT OF OUTPUT, M&Q&MFG SCT (B+C) VOLA",BD INDL PROD: INDUSTRY INCL CNSTR (CAL ADJ) VOLA,BD INDL PROD: MANUFACTURING (CAL ADJ) VOLA,BD NEW ORDERS RECD: CNSTR - RESL CNSTR VOLA,BD MANUFACTURING ORDERS SADJ,BD MANUFACTURING ORDERS (CAL ADJ). VOLA,BD INSOLVENCIES - BUSINESS ENTERPRISES VOLN,BD EUROPACE HEDONIC HOUSE PRICE COMPOSITE INDEX NADJ,BD BOP CAPITAL & FINANCIAL ACCOUNT BALANCE (PAN BD M0790) CURN,BD CURRENT ACCOUNT BALANCE CURN,BD BOP: EXPORTS FOB CURA,BD BOP: IMPORTS CIF CURA,BD BOP: VISIBLE TRADE BALANCE CURA,BD EXPORTS OF GOODS (FOB) CURA,BD IMPORTS OF GOODS (CIF) CURA,BD VISIBLE TRADE BALANCE CURA,BD INTERNATIONAL RESERVES CURN,BD TOTAL EXPORTS OF GOODS CURN,BD TOTAL IMPORTS OF GOODS CURN,BD TERMS OF TRADE (PAN BD FROM 1991) NADJ,BD EXPORTS FOB (PAN BD M0790) (%YOY) CURA,BD IMPORTS CIF (PAN BD M0790) (%YOY) CURA
11/15/09,0.027559055,0.00589589,0.134969325,0.018808777,0.493021423,-0.006515152,0.006622409,-0.004669021,-0.002205591,0.057676686,0.023710317,-0.002954607,-0.004714142,0,-0.029810298,0,0.003095975,0.038965836,0.003413823,0.001010101,-0.001011122,#DIV/0!,-0.001085776,0.002061856,0.007494647,-0.005774783,0.001031992,0.004291845,0.001028807,#DIV/0!,7.35655E-05,-0.004086356,-0.002047382,-0.012987013,0,0,0,0,0.017241379,-0.023716889,0.537378115,0.599118943,-0.026466873,-0.295405595,-0.0951924,0.001022495,0.006072874,-0.031669866,-0.128908196,0.003188098,-0.016744186,0.007600434,0.009879254,-0.006006006,0.035799523,0.029988466,-0.108497191,0.00113966,-0.202658709,0.541762852,0.028945343,-0.00740038,0.185306122,0.034790366,-0.025920629,0.334805654,0.054731402,-0.003434325,-0.044151773,-0.003245918,-0.597500364,-0.034292842
12/15/09,-0.014367816,0.005185409,-0.151351351,0.003076923,0.041396239,0.020588684,-0.020174354,-0.008329949,-0.011602121,0.03609831,-0.015505378,-0.002532328,0.003124055,0,-0.005586592,0,-0.00617284,0.058905084,-0.004026316,0.002018163,0.008097166,0.991904139,0.009782609,0.005144033,0.007438895,-0.002904163,0.002061856,0.004273504,-0.001027749,0.991904139,0.000662041,0.018741326,-0.006447831,0.026315789,0,-0.007874016,-0.014285714,-0.010989011,0.027118644,-0.03240105,-0.338971106,-0.376721763,-0.115862453,-1.430555733,-2.791319685,0.016343207,0.010060362,0.186323092,-0.229371704,0.008474576,0.010406812,0.003232759,0,-0.07653575,-0.012672811,-0.016797312,0.017329657,-0.000620925,0.405489407,0.390814413,0.057010325,0.024851845,0.172865014,0.024856322,0.04220958,-0.037723362,-0.004661894,-0.04242797,-0.033831551,-0.002202244,-0.803691028,-0.487427584
1/15/10,0,0.004802547,0.133757962,0.010224949,-0.07975796,0.023909145,-0.023367975,-0.01764697,-0.023424375,-0.077835434,0.029432031,0.010155026,0.004571027,0,-0.04494382,0,0.02173913,-0.05851546,0.001598234,0.001007049,-0.006024096,-0.120549525,-0.007534984,0.001023541,0.008438819,-0.006796117,0.00617284,0.017021277,0.007201646,-0.120549525,-0.001249694,0.104608791,-0.003834808,0.102564103,-0.012345679,-0.007936508,0,0,0.00990099,-0.03494071,-0.009594883,0.00441989,0.598945638,-3.065573527,-1.595718191,-0.025125628,-0.032868526,-0.263993317,-0.159465402,0,-0.011235955,0.008592911,0.009782609,-0.187568157,0.04084014,0.037585421,-0.013937282,0.002795899,-1.693123105,-0.703177242,-0.064411099,0.022756948,-0.338813858,-0.026356372,0.029054411,-0.242778542,0.019316399,-0.095749153,-0.000847247,-0.010666872,-2.931278687,-0.993872698
2/15/10,0.006802721,0.004599417,-0.02247191,-0.001012146,-0.064062168,0.042834209,-0.041087156,-0.024410642,-0.027313965,-0.004421222,0.000669344,0.001657665,0.003250163,0,-0.026470588,0,-0.030395137,-0.0018364,-0.00310555,0,0.004040404,-0.290048111,0.004338395,0.005112474,0.007322176,-0.001955034,0.00408998,0.008368201,-0.00102145,-0.290048111,-0.000245345,0.007008221,0.002072846,0,0,-0.008,0,0,0.019607843,0.097232971,0,0.00220022,0.119781142,0.585288764,-0.173250621,0.018556701,0.024716787,-0.015891033,0.075374333,-0.005252101,0.011363636,-0.01171459,-0.007534984,0.206711409,0.004484305,0.00219539,0.004318806,-0.006195787,-1.773892933,0.551250868,0.044333485,-0.002735729,0.273534636,0.031533477,-0.005817933,0.229791099,0.052381101,0.120890127,0.022058921,-0.004242714,2.474868049,-60.10292742
3/15/10,0.005791506,0.004407878,-0.24137931,0.020263425,-0.007263909,0.008606815,-0.008562222,0.001886138,-0.009346302,0.134436819,-0.014046823,-0.004217382,-0.003289474,0,-0.025679758,0,-0.021943574,0.099151558,-0.003423826,0.003018109,0.005030181,1.404863112,0.005399568,0.004069176,0.013499481,-0.009794319,0.00509165,0.014522822,0.005112474,1.404863112,0.001496969,-0.020590337,-0.002955083,-0.011627907,0,0,0,0,0.032051282,0.074458973,0.002152853,-0.004390779,-0.428640276,-0.141098682,-0.200901948,0.008097166,0.004020101,0.202998847,0.510808536,0.025343189,-0.028089888,0.029094828,0.032537961,0.103448276,0.053571429,0.047097481,0.221657545,0.003117207,0.651687357,0.561509535,0.065922921,0.126920263,-0.166666667,0.075237298,0.114629948,-0.09379616,0.001165821,0.213407659,0.232130185,-0.00929617,0.866720967,4.056608297
4/15/10,0.025911708,0.004008842,-0.507575758,0.0367428,-0.07066105,0.012210351,-0.011999835,-0.012446447,-0.014474972,-0.080071174,0.039445629,0.008952983,0.01540154,0,0,0,-0.012820513,-0.002908866,0.014438804,0.003009027,0.001001001,-0.001011675,-0.002148228,0.007092199,0.017418033,-0.009891197,0.00810537,0.017382413,0.009155646,-0.001011675,0.00173977,-0.045030281,-0.02163604,-0.047058824,-0.025,-0.024193548,-0.014492754,-0.022222222,0.034161491,0.046613044,0.01396348,0.004410143,-0.744186404,0.092091375,0.097525669,-0.003012048,-0.004004004,-0.054650048,-0.118763482,0.003089598,-0.03371869,0.02408377,0.017857143,0.009072581,0.036016949,0.030334728,-0.10592,0.00051792,-0.725554203,-0.323102258,-0.013048797,-0.042356378,0.138075314,-0.023886797,-0.042001235,0.071719641,0.053365078,-0.112099955,-0.098800651,-0.009118537,-0.079706792,-0.037338837
5/15/10,-0.002806361,0.003407493,0.430769231,0.007662835,-0.147209119,0.066826594,-0.062687514,-0.038682971,-0.032402404,-0.029787234,0.012214452,0.004250797,0.004776913,0,0.065116279,0,-0.107142857,-0.027934873,-0.008058259,0,-0.001,0.0010127,0.002152853,0.005030181,0.007049345,-0.001998002,0.005025126,0.008040201,0.005040323,0.0010127,0.001149678,-0.048174161,-0.015146925,-0.049382716,-0.012820513,-0.008264463,-0.029411765,-0.022727273,0.045045045,0.061296296,-0.002118644,0.035126235,-3.533941443,-0.0952382,0.100465472,0.007049345,0.008040201,-0.012170385,-0.037415097,0.034907598,-0.025922233,0.026584867,0.030959752,0.002997003,0.010224949,0.004060914,-0.0365068,0.003002381,-0.886162401,-0.558616177,0.051370335,0.106931029,-0.189705882,0.054129539,0.100580271,-0.165019011,0.108181184,0.014527735,0.067742046,-0.00299103,0.520574641,1.112374619
6/15/10,-0.003752345,0.002839836,0.021505376,0.007604563,-0.303266926,0.029232252,-0.028397981,-0.026777698,-0.01856175,0.242424242,0.001842299,0.003015873,-0.038719796,0,0.059679767,0,-0.043636364,0.000201197,-0.001391894,0,0,-0.252272363,0,0.004004004,0.011,-0.007007007,0.004,0.007976072,0.006018054,-0.252272363,0.001197224,-0.027114387,-0.007074746,-0.025974026,0,-0.008333333,0,0,0.028735632,0.041441284,0,-0.002120891,1.235672087,0.161670241,0.545248947,0.003,0.002991027,0.013347023,0.158388998,-0.001984127,0.037871034,-0.006972112,-0.002002002,-0.062749004,0.026315789,0.022244692,0.022288262,0.014037985,18.07860276,1.552917583,0.020827875,0.003980404,0.120689655,0.025233409,0.017135325,0.075591985,0.020611875,0.111761154,0.063057121,-0.003944608,-0.074450414,0.000150506
7/15/10,0.032956685,0.002405471,-1.010526316,0.040566038,0.02142011,-0.043945069,0.045992546,0.014862876,0.020824214,-0.152759949,-0.00248253,0.002532046,-0.001376638,0,0.166208791,0,0.007604563,0.030592574,-0.001393834,-0.001,0.002002002,0.222221978,0.002148228,0,-0.00098912,0.001008065,0,-0.001978239,0.003988036,0.222221978,0.000146424,0.012169811,-0.007125155,0.013333333,-0.012987013,0,-0.015151515,-0.011627907,0.036312849,0.056146922,0.253715499,0.424017003,0.094073213,-0.570728774,-0.857278239,0.008973081,0.008946322,0.042553191,-0.179185436,-0.002982107,-0.017751479,-0.003009027,-0.007021063,0.080765143,-0.006903353,-0.007912957,0.002906977,0.00732899,-2.2825378,-0.227086924,-0.005389452,-0.017383349,0.058299595,-0.008368201,-0.018430526,0.050804403,-0.093333084,-0.045304213,-0.033838211,0.001982164,-0.225736725,-0.145041425
8/15/10,0.000911577,0.00212553,28,0.012692656,-0.387296008,-0.009663097,0.009724354,-0.005618924,-0.00409421,-0.00530303,0.002120011,0.003841094,0.003165526,0,0.055359246,0,-0.109433962,-0.036239427,0.003242727,0.001001001,0.000999001,-0.092741409,0.001071811,0.001994018,0.000990099,0.001007049,0.002988048,0.00099108,-0.000993049,-0.092741409,0.001488422,-0.001164758,-0.006864275,0,0,-0.016806723,0,0,0.016172507,0.014177737,-0.208298052,-0.320149254,0.247342476,0.69604722,0.289268583,-0.002964427,-0.004926108,-0.064139942,-0.153911923,0.003988036,-0.002008032,0.013078471,0.017171717,0.055063913,0.030784508,0.027916251,-0.036231884,0.010307195,-1.953742427,-0.435912759,-0.001032125,0.010707635,-0.058913542,-0.006080913,0.000440076,-0.041901692,0.065972246,-0.080370923,-0.038804956,0.001994986,0.090317035,-0.083752995
9/15/10,-0.003642987,0.00200598,0.620689655,0.002685765,-0.126948061,-0.013185654,0.013402946,0.005112349,0.001628294,0.026656512,0.000643856,0.002358738,0.00396987,0,-0.017857143,0,-0.012711864,0.051272531,-0.008579739,0.001,-0.000998004,0.203639646,-0.001070664,0.0039801,0.001978239,0.002012072,0.001986097,0.001980198,0.002982107,0.203639646,0.001120748,-0.049128602,-0.010681747,-0.052631579,-0.013157895,-0.008547009,-0.015384615,-0.011764706,0.013262599,0.003216732,0,0.001097695,0.102540315,-0.629036492,-3.363218293,-0.004955401,-0.006930693,0.029075805,0.293018394,0.010923535,-0.003018109,0.012909633,0.013902681,0.053122088,-0.012524085,-0.014548982,-0.02443609,0.00020004,0.112137423,1.785101106,0.02608808,-0.008598188,0.209756098,0.020726682,-0.005278592,0.169890664,-0.028902702,0.165546214,0.062564621,5.88749E-06,0.044517308,-0.30966532
10/15/10,0.009140768,0.001964337,0.425531915,0.009821429,0.097834654,-0.059794228,0.063580776,0.038785408,0.031104384,-0.035979228,0.002206085,0.001621085,-0.001318057,0,0.134090909,0,0.017167382,0.059784877,0.003680591,0.001998002,0.000999001,0.083333127,0.001071811,0,-0.0029615,0.003012048,-0.001982161,-0.003952569,0.002973241,0.083333127,0.001168167,-0.028349792,-0.006986345,-0.027777778,-0.013333333,0,0,-0.011904762,0.02617801,0.007330751,0.002139037,0,0.23939174,1.348500285,-1.240736096,0.002988048,0.001994018,0.048435923,-0.011445709,0.011787819,-0.01715439,0.016666667,0.021547502,-0.092035398,0.003902439,0.003937008,-0.043159923,0.0026,-1.608534395,-0.14008266,0.00402769,0.005420474,-0.002016129,0.005993884,0.003095519,0.020129403,-0.001837382,-0.00705425,0.02840172,0.001978234,0.063100037,0.283633956
11/15/10,0.00634058,0.001897897,0.626865672,0.01061008,-0.259055995,0.017338165,-0.017042973,-0.014380158,-0.01361159,-0.021931512,0.024305237,0.004594341,0.005076142,0,0.044088176,0,0.075949367,0.013194171,0.011455147,0.000997009,0.000998004,0.155014344,0,0.002973241,0.00990099,-0.007007007,0.002979146,0.008928571,0.001976285,0.155014344,0.001434197,-0.004776914,-0.003517749,-0.014285714,0,-0.00862069,0,0,0.017857143,-0.01599281,0.531483458,0.606359649,0.156340096,-0.256619064,1.032367903,0.000993049,-0.00199005,0.003849856,0.021368903,-0.008737864,0.015400411,-0.005785921,-0.004793864,0.018518519,0.054421769,0.052941176,0.006041079,-0.001097147,-3.683762602,0.135253019,0.022940955,0.046672828,-0.080808081,0.018117704,0.044232182,-0.107117689,0.082096743,0.025778498,0.031898934,-0.00589678,-0.088455297,0.404701427
12/15/10,-0.00180018,0.001716501,-0.119266055,0.000874891,0.211435383,0.033317036,-0.03226862,-0.023371368,-0.022285894,0.101494886,-0.009043696,0.004157572,0.003737374,0,-0.019193858,0,0.137254902,0.033744487,-0.014768289,0.002988048,0.005982054,-0.140294648,0.011777302,0.007905138,0.018627451,-0.010080645,0.006930693,0.018682399,0.00591716,-0.140294648,0.00140787,0.028908725,0.001604621,0.028985507,0,0.008695652,0,0,0.025062657,-0.036384717,-0.331707317,-0.359726962,0.074167914,0.985540395,3.07275747,0.007936508,0,0.145733461,-0.121599774,0.011753183,0,0.006789525,0.015414258,-0.03062201,-0.026728111,-0.031657356,0.014411529,-0.001397903,-0.076405304,0.370110286,-0.008823529,-0.02281089,0.060805861,-0.004418966,-0.016887138,0.065509077,-0.004513772,-0.084148294,-0.070132069,-0.011536183,-0.169268876,-0.243170556
1/15/11,-0.017132552,0.001362404,-0.072916667,-0.013986014,-0.2374999,-0.010409626,0.010555116,0.001410804,-0.001148095,-0.101428571,0.013373091,0.010713177,0.008654523,0,-0.004892368,0,0.048275862,0.023618061,0.00611554,0.003972195,-0.001982161,0.315617815,-0.005291005,0.004901961,0.009624639,-0.00509165,0.007866273,0.012548263,0.010784314,0.315617815,0.000557508,0.111033854,0,0.112676056,0,0.00862069,-0.015625,0,0.026894866,-0.012598471,-0.008342023,-0.024520256,0.167751112,0.057768293,-0.818981908,-0.00492126,0,-0.238493724,-0.083843018,-0.001936108,0.007077856,0.00867052,-0.001897533,-0.009871668,0.046401515,0.044230769,-0.090765588,0.00019998,-0.727865285,-0.583610784,0.021266073,0.040060241,-0.064917127,0.018114203,0.030775837,-0.047407407,-0.059666872,-0.01563002,0.024241317,-0.004623962,0.316493524,0.008941362
2/15/11,-0.001834862,0.000771298,-0.02247191,0.011524823,-0.153300914,-0.021174863,0.021653229,0.00935599,0.011537412,0.029809221,-0.013999108,-0.00312356,-0.004240247,0,0.068829892,0,0.059210526,0.027523843,0.004989476,0.00098912,0.005958292,0.113149411,0.006382979,0.00195122,0.006673022,-0.004094166,0.00195122,0.0085796,0.006789525,0.113149411,0.001913852,-0.009792963,-0.014418456,0,-0.013513514,-0.017094017,-0.015873016,-0.012048193,0.035714286,0.113299718,-0.013669821,0.001092896,0.17177136,-0.590908976,-0.168496787,0.021760633,0.019940179,-0.018681319,0.063348116,0.004849661,-0.006024096,0.009551098,0.011406844,0.109670987,0.016289593,0.011970534,0.069010417,0.0049985,2.180877701,0.223887829,0.004842615,0.016507385,-0.05465288,0.009308354,0.020274962,-0.052099533,0.029758312,0.064211124,0.03109621,-0.006572,-0.118585243,0.13927376
3/15/11,-0.011948529,-2.39349E-05,-0.022988506,-0.003505697,-0.369038741,-0.025052338,0.025659117,0.017401722,0.015882548,0.022771131,0.002532103,0.006780358,0.006162016,0,0.081876725,0,0.00621118,-0.031764366,-0.006510086,0.004940711,0.005923001,0.047363049,0.006342495,0.00194742,0.011363636,-0.010277492,0.00292113,0.011342155,0.005780347,0.047363049,0.001015548,-0.030779242,-0.010728218,-0.037974684,-0.01369863,-0.008695652,0,-0.012195122,0.020689655,0.059447251,0.006396588,0,-0.032697725,0.441340897,0.807939189,-0.023233301,-0.025415445,0.134378499,0.461154233,0.001930502,0.004040404,0.001892148,0.006578947,0.07277628,-0.031166518,-0.032757052,0.121396671,-0.003879439,0.363437624,1.033074641,0.048554217,0.025783476,0.1734375,0.045412094,0.016605417,0.219031993,-0.007938126,0.170817485,0.1090905,-0.008326584,-0.169476373,-0.420378259
4/15/11,-0.013953488,-0.000927739,-0.070588235,-0.009674582,-1.265838793,-0.030634887,0.031617589,0.021978194,0.014913962,-0.061509434,0.005051416,0.006326531,0.006174069,0.25,0.12329932,0.142857143,0.033950617,0.067203499,0.009031559,0.002949853,0,-0.050949999,0.00210084,0.001943635,0,0.002076843,0.001941748,0.000934579,0.00862069,-0.050949999,0.001111138,-0.041311286,-0.015116661,-0.039473684,-0.013888889,-0.00877193,-0.016129032,-0.012345679,0.024774775,0.042495134,0.020127119,0.013100437,-0.044108049,0.441411453,0.880595436,0.015857284,0.016048144,0.019743337,-0.188063588,0.002890173,0.002012072,0.002832861,0.005602241,-0.019262982,0.014705882,0.01505174,-0.063359884,-0.002796085,-0.318314065,-0.485044499,-0.028725727,0.005971393,-0.195073236,-0.02892239,0.005757129,-0.203230148,0.010441953,-0.142964649,-0.072202112,0.001006226,-0.036898785,0.374971036
5/15/11,0,-0.001810244,0.139240506,0.007104796,-0.331456644,0.006497822,-0.006450031,-0.014041254,-0.010253547,0.034579815,0.001615509,0.004005273,0.002523753,0,0.078728236,0,-0.080597015,-0.029383192,-0.002833162,0,0,0.053685263,-0.001048218,0.000969932,-0.004681648,0.006217617,0.001937984,-0.004668534,0,0.053685263,0.000989263,-0.03831293,-0.005005005,-0.04109589,0,0,-0.016393443,-0.0125,0.010989011,0.019437035,-0.008307373,0.023706897,-0.011774308,-0.314337074,-0.60220805,-0.026341463,-0.026653504,-0.014520813,0.143819178,-0.007684918,-0.012048193,0.009416196,0.012070566,0.121263877,0.033514493,0.032437442,0.009277155,-0.000400561,-0.255879025,-0.213205646,0.00697977,-0.001518498,0.05789909,0.013224471,0.006256656,0.057432432,0.035018812,0.087439879,0.041351337,0.006637512,-0.286699029,-0.492205585
6/15/11,-0.003773585,-0.002607484,0.088888889,0,0.003766532,-0.002787763,0.002771691,0.002391143,0.001082804,0.049747377,0.007258065,0.005857698,0.007305395,0,0.044912281,0,-0.032467532,0.011311132,-0.004329466,0,0.000981354,0.04999995,0.001049318,0,-0.003762935,0.004119464,-0.000967118,-0.005628518,0.000949668,0.04999995,0.001132912,-0.022505421,-0.003018109,-0.014285714,-0.014084507,0,0,0,0.010869565,0.020070497,-0.004188482,-0.016842105,-0.004775666,-0.307692085,-2.002124444,0.028056112,0.027383367,-0.050098232,-0.053066398,0.019361084,0.010162602,-0.014925373,-0.01559633,-0.166793602,-0.005258545,-0.005385996,-0.034852547,0.004307754,-0.612038155,0.478167124,0.012453008,0.016590626,-0.010946052,0.006696175,0.004762535,0.018370607,-0.019090719,-0.04074135,-0.015649437,0.004687781,-0.180013081,-0.125787076
7/15/11,-0.009469697,-0.003102317,-0.142857143,-0.00617284,7.228802489,0.008680939,-0.008626387,-0.01111863,-0.009312377,-0.026286561,-0.003914243,0.006074602,0.004753271,0.2,0.073203492,0.125,-0.063758389,-0.02947317,0.001758816,0.000980392,0.001960784,-0.001998,0.004192872,0.002906977,0.006610009,-0.004102564,0.001936108,0.004716981,0.0056926,-0.001998,7.22317E-05,0.015879461,-0.003363606,0.014492754,0,0,0,0,0.010752688,0.026615755,0.263932702,0.471092077,-0.005541475,0.861134545,-4.410875816,0.005847953,0.005923001,0.038262668,-0.095272937,0.004748338,-0.030181087,0.029356061,0.030754893,0.077696527,-0.021145374,-0.022563177,-0.006349206,0.005187032,-2.347882071,-0.266372788,-0.015432815,-0.010471916,-0.044268775,-0.017474634,0.00236998,-0.135686275,0.068196188,-0.028638008,-0.011752058,-0.002767811,-0.109483435,0.247609558
8/15/11,-0.036328872,-0.003182456,-0.976190476,-0.028393966,0.763098556,-0.005470061,0.005533398,-0.011888743,0.004022838,0.02243346,0.010895776,0.00758483,0.008486149,0,-0.028785982,0,-0.193548387,-0.19191764,0.007824142,0.000979432,0.000978474,-0.00099814,0,-0.001932367,-0.005628518,0.004119464,-0.000966184,-0.004694836,-0.001886792,-0.00099814,0.001492681,0.001904798,-0.005737428,0,0,-0.008849558,-0.016666667,-0.012658228,0.010638298,0.009849865,-0.204658902,-0.318777293,0.000319415,0.263101509,0.081552414,0.001937984,-0.001962709,-0.007968127,-0.08948016,-0.007561437,0.014522822,-0.006439742,-0.007233273,0.021204411,-0.00270027,-0.002770083,0.031549521,0.011709834,-2.003056894,-0.00744168,0.025574543,0.002748763,0.162944582,0.028800918,-0.000131354,0.228675136,0.082325846,-0.006254946,-0.015336147,0.003746238,0.465532733,-0.005462849
9/15/11,-0.013888889,-0.002746077,-10.5,-0.011872146,0.115173738,0.041654444,-0.039964527,-0.009408757,-0.007649375,0.058386017,0.007597844,0.010251585,0.008172937,0,-0.010309278,0,-0.168888889,-0.048903179,0.002796025,0.002935421,0.001955034,0.143998878,0.001043841,0.001936108,0.003773585,-0.002051282,0.000967118,0.003773585,0.001890359,0.143998878,0.000937545,-0.050664648,-0.012559403,-0.057142857,-0.014285714,-0.008928571,0,-0.012820513,0.016842105,0.008912982,0,0.003205128,-0.013740849,0,0.078815715,0,-0.002949853,0.007028112,0.181544951,-0.012380952,0.020449898,-0.014814815,-0.016393443,-0.103820598,-0.036101083,-0.037037037,-0.024390244,0.011672388,-0.998946035,1.023897385,0.002298322,-0.009594298,0.06401138,0.005576623,-0.006437204,0.073116691,-0.017635242,0.113751418,0.047726212,-0.002795919,-0.13905658,-0.011194617
10/15/11,-0.009054326,-0.001850328,0.736842105,-0.007393715,0.179221046,0.004646578,-0.00462382,0.001518406,0.00392232,-0.015460295,0.008241999,0.001421638,-0.00196671,0,0.026041667,0,0.090909091,0.116194111,0.011055857,0.00097561,0,-0.042623004,0.001042753,0,0.00093985,-0.001027749,-0.001932367,-0.00093985,0.001886792,-0.042623004,0.000552393,-0.020971924,-0.001375043,-0.015151515,0,-0.009009009,-0.016949153,0,0.016563147,-0.00345315,-0.001046025,-0.001064963,-0.046817065,-0.144686372,-0.037037,0.007736944,0.00591716,0.031904287,-0.079931882,-0.00096432,-0.01002004,0.013157895,0.012962963,0.09823911,0.014044944,0.015384615,-0.062301587,0.01299205,1556.198013,-0.403365111,-0.02556753,0.016606698,-0.229278075,-0.023957409,0.004892239,-0.174122505,0.002844072,-0.06607182,0.015257076,-0.000993447,-0.319181835,0.017389769
11/15/11,0.001015228,-0.000883576,-0.121212121,0.001862197,0.043801801,0.011072179,-0.010987624,-0.007514556,-0.005031276,-0.048179872,0.018784242,0.004307813,0.006104008,-0.166666667,-0.057741117,-0.111111111,-0.053921569,-0.008548679,0.001953743,0.001949318,0.00195122,0.042438189,0,0.001932367,0.00657277,-0.005144033,0.001936108,0.005644403,-0.00094162,0.042438189,0.001200192,-0.008712896,-0.007917384,-0.015384615,-0.014492754,0,0,-0.012987013,0.012219959,-0.015787083,0.532984293,0.60021322,-0.018649224,0.051993597,-0.138041382,-0.005758157,-0.007843137,0.016425121,0.042171824,-0.000965251,0.027327935,-0.004638219,-0.008226691,0.094514768,-0.032317636,-0.03219697,0.011002962,0.00411562,-0.576636536,0.621866004,0.024002824,-0.026545059,0.346053773,0.0225,-0.010394737,0.230833333,0.03318567,0.057133376,-0.018997243,-0.003687488,0.065760304,-0.500099122
