Name,AU MELBOURNE/WESTPAC CONSUMER SENTIMENT INDEX (JAN EFFECT) SADJ,AU MELBOURNE/WESTPAC CONSUMER SENTIMENT INDEX NADJ,AU NAB BUSINESS SURVEY: CAPACITY UTILISATION SADJ,AU OFFICIAL RESERVE ASSETS CURN,AU AUSTRALIAN $ TO US $ (MTH.AVG.) NADJ,AU AUSTRALIAN $ EFFECTIVE EXCHANGE RATE INDEX NADJ,"AU JP MORGAN TRADE WEIGHTED INDEX AUSTRALIA,REAL,BROAD BASI NADJ",AU MONEY SUPPLY - M1 CURA,AU MONEY SUPPLY - M3 (SEE AUM3...OB) CURA,AU MONEY SUPPLY - BROAD MONEY (SEE AUM6...OB) CURA,AU RBA CASH RATE TARGET NADJ,AU INTERBANK RATE - 3 MONTH (EP) NADJ,AU COMMONWEALTH GOVERNMENT BOND YIELD 10 YEAR (EP) NADJ,AU S&P/ASX 200 (METHODOLOGY BREAK MARCH 2000) NADJ,"AU FIN.INTERMEDIARIES: LENDING-LOAN & ADV,PRIV.SECTOR,BANKS CURN",AU FIN. INTERMEDIARIES: NARROW CREDIT EXCL SECURITISATIONS CURA,AU INFLATION RATE (DS CALCULATED QUARTERLY) NADJ,AU EMPLOYED PERSONS (LFS) VOLA,AU UNEMPLOYMENT LEVEL VOLA,AU UNEMPLOYMENT RATE (LABOUR FORCE SURVEY ESTIMATE) SADJ,AU UNEMPLOYMENT RATE (LABOUR FORCE SURVEY ESTIMATE) NADJ,AU JOB ADVERTISEMENTS VOLA,AU PARTICIPATION RATE (SEASONALLY ADJUSTED) SADJ,AU RETAIL SALES CURA,AU RETAIL SALES (TREND) TRND,AU HOUSING FINANCE: ALL LENDERS-OWNER OCCUPIED HOUSING(NUMBER),AU HOUSE FIN: ALL LENDERS - INVESTMENT HOUSING CURA,AU NEW MOTOR VEHICLES SALES (SA) VOLA,AU BUILDING APPROVALS: NEW HOUSES CURN,AU BUILDING APPROVALS: NEW DWELLING UNITS VOLA,AU NEW BANKRUPTCIES VOLN,AU COMMONWEALTH CASH BALANCE CURN,AU BALANCE OF TRADE IN GOODS & SERVICES (BOP BASIS) CURN,AU EXPORTS OF GOODS & SERVICES (BOP BASIS) CURA,AU IMPORTS OF GOODS & SERVICES (BOP BASIS) CURA,AU MERCHANDISE EXPORTS FOB CURN,AU MERCHANDISE IMPORTS FOB CURN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Name,AU POPULATION (MID-YEAR) VOLN
1/15/91,72.6110219,76.0401937,NA,24268,1.2836,57.5,112.43093,43.799,224.786,322.47,12,11.85,11.52,1322,175.258,342.56,4.8,7750.783086,708.989778,8.380719,9.1,NA,63.352514,7086,7065.9,23945,451.56,NA,606664,10654,NA,538,-670,5586,5788,3997,4533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/91,70.9989414,70.9989414,NA,24255,1.2757,57.9,111.26723,43.805,224.942,323.278,12,11.47,11.53,1406,175.405,343.384,4.8,7757.452163,730.632307,8.607741,9.5,NA,63.493128,7141.8,7085.3,23857,310.41,NA,616098,10668,NA,-1003,-106,5560,5735,3969,3879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/91,79.7949981,79.7949981,NA,23593,1.2965,59.7,113.14237,44.127,226.131,324.312,12,11.66,11.38,1444,175.711,342.388,4.8,7702.158419,777.928614,9.173592,9.6,NA,63.361788,7105.9,7104.5,24118,387.56,NA,607261,10450,NA,861,924,5749,5375,4719,3706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/91,80.3197754,80.3197754,NA,23605,1.2825,60.2,115.72791,44.101,225.651,322.303,11.5,11.33,10.98,1534,177.559,342.081,3.33,7695.528614,841.304465,9.854995,9.9,NA,63.713083,7122.5,7128.8,25287,317.93,NA,656966,10080,NA,2310,-76,5503,5588,4321,3945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/91,79.2513416,79.2513416,NA,25144,1.2923,58.5,115.79185,44.86,227.506,321.532,10.5,10.3,10.75,1510,178.614,341.085,3.33,7693.089564,807.589309,9.500292,9.5,NA,63.371305,7118.1,7167.1,27296,486.02,NA,792324,11173,NA,-651,538,5814,5377,4697,4048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/91,83.5665328,83.5665328,NA,24047,1.3159,59.7,115.20659,45.33,228.657,321.764,10.5,10.49,11.17,1506,178.984,340.294,3.33,7655.296136,802.986848,9.493497,9,NA,62.983782,7101,7222.4,28403,469.76,NA,660203,10744,NA,3554,511,5719,5475,4478,3567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/91,85.3788442,85.3788442,NA,23898,1.296,60.1,116.9566,45.979,228.959,320.379,10.5,10.13,10.99,1572,180.051,339.626,3.13,7630.658367,818.94028,9.692061,9.5,NA,62.843821,7424.2,7287.4,31732,414.02,NA,824270,11957,NA,-2942,-344,5815,5638,4492,4403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/91,84.4452906,84.4452906,NA,23505,1.2776,60.5,117.20502,47.39,229.316,318.481,10.5,10.14,10.67,1540,181.225,339.612,3.13,7634.873562,828.2584,9.786665,9.5,NA,62.8732,7399.2,7350.1,29606,336.92,NA,789027,12003,NA,-2113,378,5928,5331,4633,4040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/91,85.8378314,85.8378314,NA,23836,1.2603,60.6,117.15537,47.118,231.221,321.268,9.5,9.55,10.31,1562,181.595,339.391,3.13,7644.248955,852.322406,10.031369,10,NA,63.05022,7320.5,7396.1,29578,427.27,NA,777291,12194,NA,241,-304,5658,5758,4365,4219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/91,88.3839344,88.3839344,NA,24297,1.2617,59.3,116.36508,47.783,230.603,320.529,9.5,8.45,9.82,1683,183.026,338.382,1.53,7615.26914,844.294279,9.980353,9.4,NA,62.718546,7484.7,7420.4,28487,427.46,NA,879380,12210,NA,-2049,-298,5688,5699,4654,4714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/91,82.4796264,82.4796264,NA,24769,1.2712,59,114.23792,48.277,230.243,319.282,8.5,8.1,9.78,1607,183.635,338.279,1.53,7596.301193,860.766355,10.178071,9.6,NA,62.643093,7436.2,7432.9,30265,410.49,NA,778377,11735,NA,-1755,-100,5804,6073,4643,4635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/91,80.7293251,80.7293251,NA,25451,1.2953,55.9,110.68179,48.339,231.048,318.783,8.5,7.8,9.39,1651,183.488,337.455,1.53,7615.908289,889.554766,10.458628,10.5,NA,62.944416,7410.9,7450.4,30427,396.16,NA,660859,12122,NA,-2470,782,5844,5629,4753,3982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/92,78.0662366,81.6065648,NA,23394,1.3355,55.8,106.91215,49.205,231.738,318.169,7.5,7.6,10.11,1623,184.303,337.652,1.7,7634.917801,879.561097,10.330181,11.2,NA,62.927081,7464.1,7484.3,29369,432.71,NA,639856,12838,NA,-141,-179,5911,5697,4160,4053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/92,87.888636,87.888636,NA,21746,1.3296,56.8,108.44394,49.91,233.07,319.389,7.5,7.5,10.04,1614,183.406,337.508,1.7,7649.771467,888.241721,10.403377,11.5,NA,63.016967,7482.9,7534,32179,449.57,NA,705030,12342,NA,-1297,230,5815,5796,4258,3922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/92,92.7663048,92.7663048,NA,21314,1.3181,58.6,111.28857,50.079,231.966,319.084,7.5,7.53,9.89,1583,183.042,336.075,1.7,7631.232762,893.643737,10.482776,10.9,NA,62.836296,7600.5,7580.6,33280,455.08,NA,831961,12887,NA,1359,297,5872,5792,4797,4343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/92,93.9221372,93.9221372,NA,21413,1.3122,57.9,111.63581,50.951,233.513,320.575,7.5,6.76,9.43,1656,182.87,334.916,1.19,7624.294294,890.595558,10.459273,10.5,NA,62.713852,7684,7613,34793,519.47,NA,787188,13792,NA,1134,203,5974,5886,4604,4149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/92,91.491467,91.491467,NA,21419,1.3237,56.9,109.77804,51.402,234.74,321.524,6.5,6.47,9.12,1678,183.089,334.884,1.19,7620.231593,904.713127,10.61254,10.6,NA,62.739075,7671.5,7626.9,33820,500.79,NA,831094,13228,NA,-1174,391,5976,5994,4923,4064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/92,82.6269315,82.6269315,NA,22240,1.3229,55.2,108.23869,52.03,235.266,321.14,6.5,6.25,8.9,1645,184.604,335.705,1.19,7632.285487,926.224939,10.822268,10.5,NA,62.93717,7597.3,7626.2,35774,527.71,NA,884162,13610,NA,1867,-198,6056,6258,4745,4457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/92,79.8921161,79.8921161,NA,23033,1.3418,54.7,105.38622,56.468,236.651,321.669,5.75,5.75,8.3,1618,190.08,334.135,0.84,7649.268363,952.85019,11.076925,10.6,NA,63.200534,7617.4,7621.4,34893,509.46,NA,947249,13590,NA,-2283,-854,6119,6396,4875,5341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/92,89.1173673,89.1173673,NA,21901,1.3791,51.6,102.13789,57.258,238.443,324.261,5.75,5.83,8.97,1547,190.175,335.1,0.84,7671.059562,920.92527,10.718423,10.4,NA,63.068933,7523.7,7623.6,36941,546.23,NA,856709,13741,NA,-785,-110,6148,6154,4728,4520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/92,85.9408816,85.9408816,NA,21566,1.382,51.7,102.12817,58.641,239.038,325.593,5.75,5.97,8.94,1485,191.517,336.927,0.84,7634.116638,906.329421,10.612202,10.6,NA,62.633914,7656.4,7638.2,36640,563.39,NA,915142,13590,NA,-1743,-481,6584,6697,5238,5180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/92,94.8456248,94.8456248,NA,19972,1.398,51.9,102.373,58.121,238.758,325.144,5.75,5.94,8.86,1426,192.387,336.898,0.33,7643.587652,952.785984,11.08358,10.4,NA,62.996041,7723.7,7664.7,36557,558.37,NA,932071,14029,NA,-1254,-377,6411,6685,5268,5431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/92,84.2079008,84.2079008,NA,19998,1.4496,51.8,101.20528,58.642,240.103,325.653,5.75,5.85,9.14,1448,193.03,336.827,0.33,7568.772466,946.843757,11.118911,10.5,NA,62.356733,7738.6,7693.7,36245,566.84,NA,896007,14474,NA,-2607,-211,6601,6834,5299,5173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/92,84.1855232,84.1855232,NA,20112,1.4495,52.4,101.54586,58.099,240.204,324.403,5.75,5.89,8.94,1550,193.71,335.344,0.33,7598.642546,958.425631,11.200397,11.2,NA,62.612601,7633.4,7718.5,35049,624.32,NA,848474,15132,NA,-2422,442,6650,6689,5482,4875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/93,92.966291,96.783587,NA,19022,1.4847,51.6,99.99776,59.288,242.817,326.397,5.75,5.83,8.6,1528,195.636,337.365,1.17,7650.124877,928.393408,10.822305,11.7,NA,62.694846,7770.5,7741,37687,614.85,NA,692194,15382,NA,-1698,269,6680,6396,4714,4283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/93,90.9709293,90.9709293,NA,17552,1.4653,52.7,101.74603,60.248,244.699,328.803,5.75,5.4,7.98,1610,196.895,338.883,1.17,7581.579236,938.549737,11.015675,12.1,NA,62.194118,7754.6,7765.1,37397,635.74,NA,810998,14177,NA,-1180,341,6667,6432,4713,4429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/93,98.7489278,98.7489278,NA,18888,1.4127,52.9,104.70687,61.158,246.063,328.91,5.25,5.32,7.82,1667,198.743,339.951,1.17,7631.330032,927.953958,10.841491,11.3,NA,62.405752,7796,7789.1,39196,748.22,NA,988316,14923,NA,229,-529,6390,6841,5072,5563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/93,97.5867153,97.5867153,NA,18740,1.4043,52.3,102.79308,62.1,245.972,328.872,5.25,5.21,7.55,1682,199.885,340.977,1.84,7610.310392,916.797455,10.751564,10.8,NA,62.133125,7791.4,7811.1,39504,693.29,NA,852229,15043,NA,665,-188,6374,6749,4812,4805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/93,97.15672,97.15672,NA,20588,1.4323,49.4,100.78186,62.8,246.73,329.983,5.25,5.16,7.71,1737,200.911,342.194,1.84,7612.445751,919.510226,10.77725,10.7,NA,62.13045,7868.8,7825,40442,795.13,NA,914507,14351,NA,-947,289,6737,6779,5386,4814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/93,85.6727783,85.6727783,NA,20823,1.4814,49.5,97.83697,64.699,250.191,331.842,5.25,5.27,7.37,1738,202.852,342.565,1.84,7625.13292,943.058283,11.006504,10.7,NA,62.356198,7875.7,7834.5,41030,870.73,NA,951803,14491,NA,-546,-261,6553,6889,5115,5161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/93,90.2594001,90.2594001,NA,20131,1.4755,50.6,99.4807,64.939,250.604,330.605,4.75,4.85,6.88,1844,204.403,342.473,2.17,7625.967435,932.368529,10.894274,10.4,NA,62.224414,7818.3,7852.9,40280,863.3,NA,980816,15674,NA,-974,-566,6806,6963,5425,5378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/93,95.3687278,95.3687278,NA,21014,1.4745,49.3,98.95445,63.738,249.641,330.179,4.75,4.75,6.64,1962,205.444,344.094,2.17,7651.790935,943.801615,10.980065,10.7,NA,62.435077,7815.7,7887.1,41166,861.49,NA,958140,14905,NA,761,-628,6817,7183,5238,5649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/93,88.2582628,88.2582628,NA,22023,1.535,47.3,94.68657,65.563,252.513,332.25,4.75,4.89,6.84,1964,207.625,345.907,2.17,7669.14515,922.300807,10.735106,10.7,NA,62.344897,7937.4,7935.8,42571,957.97,NA,1011894,15195,NA,-2748,-647,7077,7302,5454,5365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/93,98.6692082,98.6692082,NA,21198,1.5126,49.4,96.64671,66.513,253.355,332.637,4.75,4.76,6.49,2112,209.088,347.334,1.83,7718.635847,948.811839,10.946842,10.3,NA,62.84714,7995.8,7998.9,43063,965.52,NA,929187,15274,NA,-2391,49,7110,7211,5799,5639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/93,104.2974485,104.2974485,NA,21393,1.5034,49.1,98.15558,67.359,254.771,333.756,4.75,4.82,6.81,2009,210.784,349.691,1.83,7729.134987,949.001018,10.93554,10.3,NA,62.875403,8133.6,8068,43024,1036.48,NA,985295,15358,NA,-1103,-227,7038,7072,5491,5839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/93,105.4685048,105.4685048,NA,20955,1.485,50.8,99.69813,68.508,254.801,335.051,4.75,4.86,6.68,2174,212.299,351.594,1.83,7744.704563,931.998321,10.741388,10.7,NA,62.815848,8153.3,8132.4,46633,1045.48,NA,887256,15373,NA,-2720,149,6924,7344,5520,5478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/94,111.4637444,115.4259068,NA,19882,1.4351,54,103.14313,69.8,258.491,337.858,4.75,4.77,6.36,2311,214.909,353.404,1.49,7763.242398,916.569799,10.559788,11.4,NA,62.762696,8095.1,8184.1,46222,1076.91,48099,776023,16352,NA,-675,-274,6908,7093,4730,4863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/94,116.5202443,116.5202443,NA,20253,1.3964,53.6,105.04467,70.7,260.035,337.775,4.75,4.84,7.05,2180,216.754,355.133,1.49,7789.376986,904.304378,10.401858,11.5,NA,62.787363,8275.6,8220.6,49032,1129.62,49058,878266,15383,NA,-1687,261,6935,6847,4838,4402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/94,123.0221439,123.0221439,NA,20834,1.4059,52.1,103.6527,72.085,263.29,341.452,4.75,4.96,7.95,2053,219.34,358.013,1.49,7808.506486,900.149628,10.336263,10.8,NA,62.819968,8293.1,8249.4,48053,1131.89,49364,1081571,15543,NA,-1253,-168,7090,7332,5673,5850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/94,120.5400506,120.5400506,NA,20434,1.3948,52.6,104.03667,72.52,264.924,343.327,4.75,4.88,8.44,2066,221.354,360.855,1.81,7811.689613,872.384083,10.045793,10.1,NA,62.597253,8237.8,8281.2,49379,1169.56,49807,911229,15656,NA,1565,67,6891,7212,5223,5033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/94,121.351768,121.351768,NA,20006,1.3787,54.6,104.34523,73.119,266.96,345.236,4.75,4.83,8.79,2082,223.806,363.621,1.81,7852.557352,849.153355,9.758465,9.7,NA,62.678983,8321.3,8324.4,48589,1211.03,50481,1166828,17646,NA,-3159,-171,7181,7473,5880,5545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/94,122.6148355,122.6148355,NA,20661,1.3637,53,104.81425,74.39,268.119,347.433,4.75,5.77,9.63,1989,227.177,366.674,1.81,7874.640722,858.710835,9.832546,9.5,NA,62.861379,8364.8,8381.4,46602,1337.39,50845,1102675,16465,NA,-718,-330,7027,7339,5278,5430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/94,119.6015361,119.6015361,NA,20367,1.3615,53.9,103.41795,74.809,268.803,348.788,4.75,5.44,9.57,2062,230.07,368.813,1.96,7946.229426,843.378709,9.59518,9.1,NA,63.197823,8376,8444.9,44546,1241.64,52223,1020603,15563,NA,-496,-963,6942,7678,5424,5775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/94,116.487375,116.487375,NA,20473,1.3511,53.9,104.32077,75.245,270.876,351.007,5.5,5.72,9.36,2122,231.333,372.221,1.96,7932.058415,826.978494,9.441432,9.2,NA,62.909916,8571.3,8506,41460,1255.12,51144,1158207,17771,NA,-2994,-1588,7039,8088,5324,6662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/94,113.4279483,113.4279483,NA,20308,1.3484,53.4,103.94247,75.833,271.654,352.303,5.5,6.23,10.33,2029,233.036,374.001,1.96,7980.983872,823.87885,9.357089,9.3,NA,63.170744,8602.5,8557.6,40740,1178.16,52633,1088318,17312,NA,-1021,-1224,6972,7824,5324,6010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/94,107.5055065,107.5055065,NA,19443,1.3546,53.1,102.77074,76.222,274.833,356.186,6.5,6.78,10.51,2045,236.3,378.274,2.61,7977.933588,797.035741,9.08306,8.6,NA,62.908909,8635.8,8593.3,39582,1198.44,55492,1007862,15842,NA,-2707,-602,7318,7898,5774,6290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/94,107.6145523,107.6145523,NA,18575,1.3246,55.5,105.30694,75.927,278.387,360.077,6.5,7.35,10.47,1891,238.574,381.423,2.61,7989.303409,802.884809,9.131797,8.6,NA,62.984982,8588.3,8620.9,38865,1173.71,55641,1057855,14685,NA,-2226,-902,7294,8040,5764,6406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/94,106.4119654,106.4119654,NA,18417,1.2921,56.2,109.06216,76.066,279.944,362.014,7.5,8.27,10.04,1913,241.238,383.493,2.61,8033.674552,786.97403,8.921952,8.9,NA,63.141397,8594.8,8653.2,39493,1200.36,51098,814790,14384,NA,-1957,-430,7040,8290,5543,5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/95,96.7288822,100.8266369,NA,19047,1.3079,54.5,106.91577,75.488,280.517,362.357,7.5,8.1875,10.3345,1831,242.502,385.549,3.74,8044.652283,781.009109,8.849298,9.5,NA,63.095823,8685,8701.7,35062,1116.96,55917,735182,13660,NA,-1475,-1007,7408,8102,4941,6098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/95,94.2631421,94.2631421,NA,19828,1.3439,52.9,103.71156,75.611,281.917,364.233,7.5,7.8125,10.1465,1920,244.934,388.461,3.74,8098.533009,783.955809,8.825858,9.8,NA,63.42031,8792.3,8771,34560,1182.19,51861,779496,13275,NA,-490,-370,7537,8139,5155,5565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/95,102.8073611,102.8073611,NA,21240,1.3612,50.7,100.04317,75.596,285.173,367.09,7.5,7.8125,10.1378,1907,246.791,390.99,3.74,8101.827791,762.843284,8.605433,9,NA,63.211696,8843.1,8856.4,33833,1103.92,53987,871461,12616,NA,870,-632,7877,8550,6197,6762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/95,110.6050652,110.6050652,NA,21293,1.3598,49.6,97.96783,75.415,286.509,368.967,7.5,7.8125,9.7988,2050,248.965,393.804,4.52,8159.882274,733.949031,8.252338,8.3,NA,63.349337,8972.1,8944.6,32669,1080.35,52288,689563,11870,NA,1467,-177,7673,8444,5652,5749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/95,102.8322182,102.8322182,NA,21443,1.3758,48.5,97.11808,75.983,288,371.482,7.5,7.4375,9.1061,2020,251.108,397.62,4.52,8165.235913,755.333814,8.467327,8.4,NA,63.469442,9016.2,9025.8,33552,1147.64,60064,890936,12314,NA,-2270,-1022,7921,8790,6193,6905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/95,104.13112,104.13112,NA,20184,1.3893,48.4,95.99312,76.144,288.347,372.506,7.5,7.5,8.8562,2017,253.727,400.903,4.52,8200.373783,748.383107,8.362984,8.1,NA,63.599577,9121.8,9092.9,37238,1203.36,51875,828011,11671,NA,1672,-838,7685,8573,5760,6564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/95,101.5228425,101.5228425,NA,20050,1.3749,51,97.4874,77.05,290.033,374.19,7.5,7.5,9.0819,2116,258.377,402.833,5.14,8205.947586,752.345173,8.39831,7.9,NA,63.592614,9126.3,9149,37487,1179.45,51225,763913,11388,NA,450,-1202,8160,8973,6287,6866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/95,102.0276884,102.0276884,NA,18350,1.3487,53.9,101.58128,77.517,292.435,376.55,7.5,7.375,9.1243,2133,260.949,406.272,5.14,8236.559566,747.283199,8.31808,8.1,NA,63.699222,9210.8,9198.9,36630,1330.2,55022,828688,10765,NA,-1627,-937,8002,8512,6126,6842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/95,101.1530845,101.1530845,NA,18659,1.3265,53.8,104.54355,77.987,296.712,380.6,7.5,7.375,8.6862,2136,266.629,413.253,5.14,8223.830041,750.872721,8.366547,8.4,NA,63.559898,9246.2,9245.1,37187,1127.99,52773,791389,11071,NA,-1392,-207,8093,8211,6264,6280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/95,101.4772787,101.4772787,NA,18671,1.3202,54.3,104.16901,78.133,299.192,383.6,7.5,7.4375,8.5086,2074,269.691,416.661,5.1,8213.914308,769.552131,8.566316,8.1,NA,63.544415,9270.7,9287.1,38430,1178.64,51914,748176,10064,NA,-1805,-801,7966,8454,6259,6950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/95,103.4545496,103.4545496,NA,19933,1.342,53.8,102.67848,80.226,302.119,387.602,7.5,7.3125,8.495,2159,272.281,420.973,5.1,8286.901667,764.024732,8.441398,8,NA,63.943646,9293.1,9324.7,37750,1201.24,52123,795100,10107,NA,-2913,-812,7876,8488,6009,6734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/95,103.102433,103.102433,NA,20068,1.3496,53.9,102.5768,81.119,305.49,390.757,7.5,7.25,8.2547,2203,274.841,426.453,5.1,8289.251419,733.660653,8.131085,8.1,NA,63.668222,9418.3,9354.1,37194,1206.88,54101,620806,10226,NA,1980,923,8386,8616,6827,6154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/96,105.0613354,109.3939664,NA,19375,1.3479,54.7,103.76469,81.995,307.211,392.947,7.5,7.25,8.1124,2289,276.562,430.841,3.76,8283.334755,763.999091,8.444467,9.1,NA,63.759678,9384.5,9376.6,37722,1225.55,52824,611463,9550,NA,-1215,-637,8669,8688,5969,6539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/96,107.9861163,107.9861163,NA,18550,1.3232,55.5,105.9323,82.664,309.336,398.556,7.5,7.375,8.2486,2290,278.704,436.147,3.76,8292.290087,753.69899,8.331858,9.2,NA,63.669556,9379.4,9396.9,39274,1219.6,54391,693594,10427,NA,-2523,-141,8303,8720,6045,6202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/96,114.954153,114.954153,NA,17935,1.2961,56.8,108.08648,84.141,310.744,401.645,7.5,7.4375,8.8081,2226,281.319,440.312,3.76,8265.740798,759.270348,8.412958,8.8,NA,63.441636,9392.2,9423.2,38888,1259.09,53707,723358,10237,NA,721,936,8632,8377,6925,6273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/96,111.8718135,111.8718135,NA,17820,1.2715,57.1,110.31894,85.032,312.659,404.165,7.5,7.375,8.8737,2317,284.569,444.315,3.09,8293.878188,776.779579,8.563652,8.7,NA,63.694651,9454.9,9455.1,36798,1223.95,53338,717339,10251,NA,607,-93,8438,8553,6254,6443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/96,111.7753705,111.7753705,NA,17888,1.2542,58.7,112.0255,85.45,312.486,404.3,7.5,7.4375,8.8322,2266,285.654,446.661,3.09,8300.811849,761.803256,8.405998,8.4,NA,63.570515,9444.3,9487.4,36774,1288.43,55554,805923,10802,NA,-1809,-135,8415,8606,6757,6682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/96,109.1961343,109.1961343,NA,19059,1.2634,58.1,111.67802,85.849,316.093,407.283,7.5,7.4375,8.9316,2242,289.438,450.09,3.09,8304.630613,747.7093,8.259846,8,NA,63.431003,9562.6,9512.4,37047,1170.89,54507,712654,10242,NA,4524,792,8561,8215,6282,5827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/96,103.103143,103.103143,NA,24664,1.2669,56.5,111.26609,86.698,319.265,409.553,7,7.3125,8.6296,2180,296.057,455.662,2.14,8306.011506,775.88683,8.543223,8,NA,63.563879,9579.1,9523.3,39123,1198.96,53961,837274,10987,NA,-3258,-743,8376,8276,6338,6841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/96,104.0583082,104.0583082,NA,21807,1.2775,57.9,109.88227,87.48,320.822,410.839,7,6.75,8.04,2269,296.683,457.907,2.14,8300.056396,793.272725,8.723678,8.5,NA,63.569723,9544.5,9517.1,40078,1484.91,54904,810102,11035,NA,-1947,-214,8392,8501,6400,6756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
